month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-09-30,14,4,10,28.57,4.867072769999855,0.3476480549999897,-0.7217210000003678,4.867072769999855
2019-10-31,11,4,7,36.36,14.105375729996132,1.2823068845451029,-0.3574746000000164,18.972448499995988
2019-11-30,18,6,12,33.33,82.24106788000216,4.568948215555675,-0.10006862999999235,101.21351637999815
2019-12-31,11,3,8,27.27,-14.37527353000111,-1.306843048181919,-0.1772259999999914,86.83824284999704
2020-01-31,16,6,10,37.5,206.44356318999962,12.902722699374976,-0.10919340000000925,293.2818060399967
2020-02-29,10,2,8,20.0,-31.797273659997227,-3.1797273659997227,-2.926058619999722,261.48453237999945
2020-03-31,19,13,6,68.42,348.1522825299984,18.323804343684127,1.4722780300002336,609.6368149099978
2020-04-30,19,11,8,57.89,90.95584983000319,4.787149991052799,0.1911511800000189,700.592664740001
2020-05-31,10,4,6,40.0,-6.2059048299984925,-0.6205904829998492,-0.2078133599994645,694.3867599100025
2020-06-30,13,1,12,7.69,-25.801018440007656,-1.984693726154435,-7.430519380001601,668.5857414699949
2020-07-31,6,0,6,0.0,-18.053609480000503,-3.0089349133334173,-2.0174563249998974,650.5321319899944
2020-08-31,9,2,7,22.22,53.08810314000099,5.898678126666777,-2.758580859999733,703.6202351299953
2020-09-30,27,11,16,40.74,204.0003998599984,7.555570365185126,-0.6138884600002246,907.6206349899937
2020-10-31,9,3,6,33.33,31.971768110001708,3.5524186788890786,-0.047358949999996,939.5924030999954
2020-11-30,8,3,5,37.5,-7.648366989998139,-0.9560458737497673,-1.926768319999201,931.9440361099972
