month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,3,1,2,33.33,1.386313670000524,0.46210455666684136,-0.4032087499999752,1.386313670000524
2020-01-31,12,6,6,50.0,191.13803206000387,15.928169338333655,0.11357736000000035,192.5243457300044
2020-02-29,10,3,7,30.0,-15.684325099999473,-1.5684325099999472,-1.659089799999932,176.84002063000491
2020-03-31,11,6,5,54.55,57.09129427999952,5.190117661818138,0.0561846599999022,233.93131491000443
2020-04-30,12,7,5,58.33,79.42929191000033,6.619107659166694,2.7183648150002755,313.36060682000476
2020-05-31,10,4,6,40.0,-5.7892477399996105,-0.578924773999961,-0.14968103499988045,307.57135908000515
2020-06-30,11,0,11,0.0,-64.47426666000169,-5.861296969091063,-7.210360620000571,243.09709242000346
2020-07-31,6,0,6,0.0,-19.77850611000109,-3.2964176850001814,-2.156672955000175,223.3185863100024
2020-08-31,6,2,4,33.33,61.861690249999455,10.310281708333243,-2.7905479099999524,285.18027656000186
2020-09-30,19,8,11,42.11,212.48384068000055,11.183360035789503,-0.5821995199992671,497.6641172400024
2020-10-31,5,1,4,20.0,-27.312165460000607,-5.462433092000121,-6.379397100000802,470.3519517800018
2020-11-30,3,0,3,0.0,-16.6141286200001,-5.538042873333366,-2.811987359999978,453.7378231600017
