month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,7,0,7,0.0,-4.827426969999653,-0.6896324242856647,-0.0818611999999975,-4.827426969999653
2020-01-31,57,7,50,12.28,-68.44181498000104,-1.2007335961403691,-0.39297728000028,-73.26924195000069
2020-02-29,64,18,46,28.12,-54.98998424999855,-0.8592185039062273,-0.19133365499999655,-128.25922619999923
2020-03-31,77,32,45,41.56,85.80134880999937,1.1143032312986931,-0.1511730000000043,-42.457877389999865
2020-04-30,50,12,38,24.0,-67.3307707499992,-1.346615414999984,-0.3551324799999682,-109.78864813999907
2020-05-31,45,2,43,4.44,-84.03810265000035,-1.86751339222223,-1.60019388000006,-193.82675078999944
2020-06-30,49,6,43,12.24,-35.49092776999864,-0.7243046483673192,-1.324262310000215,-229.3176785599981
2020-07-31,50,2,48,4.0,-93.72046665000087,-1.8744093330000176,-1.3771491649999152,-323.03814520999896
2020-08-31,52,2,50,3.85,-105.44063910999924,-2.0277045982692163,-1.4708119899999548,-428.4787843199982
2020-09-30,54,8,46,14.81,-87.8393726599978,-1.6266550492592187,-0.8572593150000096,-516.318156979996
2020-10-31,48,3,45,6.25,-108.61256169000144,-2.26276170187503,-1.7923036650001571,-624.9307186699975
2020-11-30,48,8,40,16.67,-94.9907191600013,-1.9789733158333604,-2.273235720000131,-719.9214378299988
