month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,3,1,2,33.33,1.5229716800002306,0.5076572266667435,-0.4018013499999156,1.5229716800002306
2020-01-31,14,6,8,42.86,206.3909802199994,14.742212872857099,-0.0112913099999914,207.91395189999963
2020-02-29,10,2,8,20.0,-25.893785180000485,-2.5893785180000486,-1.4296632799999824,182.02016671999914
2020-03-31,18,12,6,66.67,282.15525518000493,15.675291954444718,1.0430780899999956,464.17542190000404
2020-04-30,17,10,7,58.82,102.47593795999845,6.027996350588144,0.829513949999997,566.6513598600025
2020-05-31,10,4,6,40.0,-5.39553925999642,-0.539553925999642,-0.12329172999949856,561.255820600006
2020-06-30,13,1,12,7.69,-15.845230439999824,-1.2188638799999865,-1.155897830000902,545.4105901600062
2020-07-31,6,0,6,0.0,-17.908504010000335,-2.984750668333389,-2.007251179999933,527.5020861500059
2020-08-31,9,2,7,22.22,53.4532670399975,5.939251893333055,-2.6893462400009303,580.9553531900034
2020-09-30,26,10,16,38.46,202.33439448999974,7.782092095769221,-0.5759490100001189,783.2897476800031
2020-10-31,7,1,6,14.29,-20.302541420000484,-2.900363060000069,-0.3341043200000175,762.9872062600026
2020-11-30,7,1,6,14.29,-26.850131319999754,-3.8357330457142504,-3.975872740000014,736.1370749400029
