month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,4,2,2,50.0,2.4687783800002827,0.6171945950000707,0.14025813999999764,2.4687783800002827
2020-01-31,16,6,10,37.5,190.5408847399967,11.908805296249794,-0.10791873499998839,193.009663119997
2020-02-29,10,2,8,20.0,-30.827743980001948,-3.0827743980001947,-2.875364360000231,162.18191913999505
2020-03-31,19,13,6,68.42,290.9822028100021,15.314852779473794,0.5893550000000596,453.16412194999714
2020-04-30,19,11,8,57.89,92.90371381000035,4.889669147894756,0.1938180200000168,546.0678357599975
2020-05-31,11,4,7,36.36,-9.005883570002807,-0.8187166881820733,-0.0659891200005542,537.0619521899947
2020-06-30,13,1,12,7.69,-24.46380513000239,-1.8818311638463379,-7.256399409999713,512.5981470599924
2020-07-31,6,0,6,0.0,-17.86605719999948,-2.9776761999999137,-2.0027968049999374,494.73208985999287
2020-08-31,8,1,7,12.5,-37.49239787000087,-4.686549733750109,-2.6421802299995427,457.239691989992
2020-09-30,27,11,16,40.74,206.90261831999825,7.663059937777713,-0.5771171200002833,664.1423103099903
2020-10-31,9,3,6,33.33,32.42784218999909,3.6030935766665655,-0.0468028499999923,696.5701524999894
2020-11-30,8,3,5,37.5,-6.345365800003213,-0.7931707250004016,-1.7645764400004373,690.2247866999861
