month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,2,1,1,50.0,0.2747581800000233,0.13737909000001164,0.13737909000001164,0.2747581800000233
2020-01-31,19,6,13,31.58,222.12652051000182,11.690869500526412,-0.1636891400000006,222.40127869000185
2020-02-29,12,3,9,25.0,-35.30475684999906,-2.942063070833255,-1.5187704999999463,187.0965218400028
2020-03-31,21,14,7,66.67,361.9605912999986,17.236218633333266,0.5925725000000057,549.0571131400014
2020-04-30,20,11,9,55.0,107.62187487999887,5.381093743999943,0.12320770000001255,656.6789880200004
2020-05-31,14,7,7,50.0,12.56802236000179,0.8977158828572707,-1.087480259999236,669.2470103800022
2020-06-30,14,2,12,14.29,-26.36075324000275,-1.8829109457144821,-4.883873635000301,642.8862571399994
2020-07-31,6,0,6,0.0,-20.03047163000019,-3.338411938333365,-1.9923374000000358,622.8557855099992
2020-08-31,10,2,8,20.0,-44.60967892000221,-4.460967892000221,-1.887606844999865,578.246106589997
2020-09-30,29,12,17,41.38,258.0789633199982,8.899274597241318,-0.5406380799998699,836.3250699099951
2020-10-31,8,2,6,25.0,17.89929849999956,2.237412312499945,-0.13547887000001635,854.2243684099947
2020-11-30,8,1,7,12.5,-52.23077610000006,-6.528847012500007,-10.24535741999978,801.9935923099946
