month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,2,1,1,50.0,0.2692654499999977,0.13463272499999884,0.13463272499999884,0.2692654499999977
2020-01-31,15,2,13,13.33,-39.028366870000625,-2.6018911246667082,-0.6011387199999743,-38.759101420000626
2020-02-29,12,3,9,25.0,-21.113843109998513,-1.7594869258332093,-1.1458390400001428,-59.87294452999914
2020-03-31,17,10,7,58.82,18.6557118700021,1.0973948158824764,1.0196865800000667,-41.21723265999704
2020-04-30,16,9,7,56.25,69.50026127999782,4.3437663299998635,2.138636139999626,28.283028620000778
2020-05-31,14,5,9,35.71,-9.8081349600006,-0.7005810685714715,-0.8770144750002504,18.474893660000177
2020-06-30,14,2,12,14.29,-43.98969773999919,-3.142121267142799,-0.8450554500007609,-25.51480407999901
2020-07-31,8,0,8,0.0,-16.54097633999983,-2.0676220424999787,-0.6334902000000254,-42.05578041999884
2020-08-31,15,7,8,46.67,26.637160549996274,1.775810703333085,-0.0127657999999948,-15.418619870002566
2020-09-30,20,7,13,35.0,147.73641809999936,7.386820904999968,-0.8040597499999926,132.31779822999678
2020-10-31,6,2,4,33.33,-13.767832900000943,-2.294638816666824,-2.8751853850002966,118.54996532999584
2020-11-30,6,1,5,16.67,-24.058878800001285,-4.009813133333547,-2.3856680099999226,94.49108652999456
