month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-11-30,6,0,6,0.0,-6.516412999999924,-1.0860688333333206,-0.6422561449998926,-6.516412999999924
2019-12-31,3,0,3,0.0,-0.32872141999995874,-0.10957380666665291,-0.1040330900000152,-6.845134419999883
2020-01-31,10,3,7,30.0,-13.492249570000432,-1.3492249570000432,-0.7306519599999274,-20.337383990000315
2020-02-29,7,0,7,0.0,-3.6680876600001207,-0.52401252285716,-0.4830028399999534,-24.005471650000437
2020-03-31,13,10,3,76.92,57.88083497999968,4.452371921538437,3.434214939999922,33.875363329999246
2020-04-30,7,1,6,14.29,-12.719413999999606,-1.8170591428570866,-2.032853759999895,21.15594932999964
2020-05-31,4,1,3,25.0,-2.273648309999131,-0.5684120774997827,-1.8236216550001463,18.882301020000508
2020-06-30,7,1,6,14.29,-10.53187829999992,-1.5045540428571316,-0.8633357400000946,8.350422720000587
2020-07-31,7,0,7,0.0,-16.05154575999981,-2.2930779657142586,-2.151243080000129,-7.701123039999224
2020-08-31,6,0,6,0.0,-23.225873309999802,-3.870978884999967,-4.370763424999961,-30.926996349999026
2020-09-30,6,3,3,50.0,-12.33068487000034,-2.0551141450000565,-0.04047110999998295,-43.25768121999937
2020-10-31,5,0,5,0.0,-10.455924329999572,-2.0911848659999146,-1.601391080000245,-53.713605549998945
2020-11-30,3,2,1,66.67,6.965080839999651,2.321693613333217,0.8512059599999677,-46.748524709999295
