entry_time,exit_time,side,entry,exit,qty,pnl,reason
2019-11-01 19:56:00+00:00,2019-11-01 19:57:00+00:00,long,9222.7533,9228.486200000001,0.8267,4.739388430000729,sl
2019-11-05 19:32:00+00:00,2019-11-05 19:33:00+00:00,long,9321.9005,9317.5592,0.9412,-4.086031560000044,sl
2019-11-10 19:17:00+00:00,2019-11-10 19:18:00+00:00,long,8825.3289,8825.694300000001,0.48090000000000005,0.17572086000028414,sl
2019-11-12 19:07:00+00:00,2019-11-12 19:08:00+00:00,long,8680.3322,8673.453300000001,0.8607,-5.920669229999745,sl
2019-11-13 19:20:00+00:00,2019-11-13 19:21:00+00:00,long,8733.8953,8728.5193,0.025400000000000002,-0.13655040000000518,sl
2019-11-19 19:03:00+00:00,2019-11-19 19:04:00+00:00,long,8076.0379,8084.597400000001,0.6677000000000001,5.7151781500002,sl
2019-11-26 19:05:00+00:00,2019-11-26 19:06:00+00:00,long,7095.5829,7090.4705,0.0902,-0.4611384799999982,sl
2019-12-05 19:43:00+00:00,2019-12-05 19:44:00+00:00,long,7401.496300000001,7403.5247,0.30310000000000004,0.614808039999769,sl
2019-12-07 19:26:00+00:00,2019-12-07 19:27:00+00:00,long,7533.9079,7531.7173,0.049,-0.1073393999999953,sl
2019-12-10 19:18:00+00:00,2019-12-10 19:19:00+00:00,long,7339.9731,7331.098,0.16720000000000002,-1.483916720000034,sl
2019-12-12 19:10:00+00:00,2019-12-12 19:11:00+00:00,long,7217.588400000001,7208.8647,1.3854,-12.08581398000064,sl
2019-12-15 19:15:00+00:00,2019-12-15 19:16:00+00:00,long,7101.9361,7095.0128,0.0035,-0.024231549999998152,sl
2019-12-19 19:50:00+00:00,2019-12-19 19:51:00+00:00,long,7110.4094000000005,7106.8113,0.3296,-1.1859337600000524,sl
2019-12-21 19:17:00+00:00,2019-12-21 19:18:00+00:00,long,7129.7205,7131.4465,0.0066,0.011391599999997743,sl
2019-12-21 19:25:00+00:00,2019-12-21 19:26:00+00:00,long,7142.8953,7139.719700000001,0.0043,-0.013655079999998179,sl
2019-12-22 19:36:00+00:00,2019-12-22 19:37:00+00:00,long,7167.2345000000005,7158.6134,0.0103,-0.08879733000000306,sl
2019-12-25 19:06:00+00:00,2019-12-25 19:08:00+00:00,long,7199.8062,7193.6989,0.258,-1.5756833999999145,sl
2019-12-28 19:08:00+00:00,2019-12-28 19:09:00+00:00,long,7299.425700000001,7290.6398,0.2675,-2.350228250000205,sl
2020-01-04 19:04:00+00:00,2020-01-04 19:05:00+00:00,long,7299.9829,7291.1889,1.3686,-12.035468399999822,sl
2020-01-05 19:26:00+00:00,2020-01-05 19:27:00+00:00,long,7441.2882,7435.523700000001,0.053000000000000005,-0.3055184999999638,sl
2020-01-13 19:38:00+00:00,2020-01-13 19:39:00+00:00,long,8077.2829,8070.3734,0.057300000000000004,-0.39591434999998587,sl
2020-01-16 19:20:00+00:00,2020-01-16 19:21:00+00:00,long,8664.6579,8654.863500000001,0.7627,-7.470188879999131,sl
2020-01-22 19:05:00+00:00,2020-01-22 19:06:00+00:00,long,8637.9673,8630.8037,0.0374,-0.26791863999999477,sl
2020-02-02 19:34:00+00:00,2020-02-02 19:35:00+00:00,long,9446.475,9447.100900000001,0.6017,0.37660403000054815,sl
2020-02-03 19:21:00+00:00,2020-02-03 19:22:00+00:00,long,9308.3879,9303.492400000001,0.5866,-2.8717002999992487,sl
2020-02-07 19:05:00+00:00,2020-02-07 19:06:00+00:00,long,9779.5403,9779.064,0.5899,-0.2809693700001562,sl
2020-02-14 19:03:00+00:00,2020-02-14 19:04:00+00:00,long,10268.352200000001,10266.7922,0.1558,-0.24304800000020405,sl
2020-02-15 19:01:00+00:00,2020-02-15 19:02:00+00:00,long,10244.3717,10232.7238,0.2119,-2.4681900099999865,sl
2020-02-17 19:36:00+00:00,2020-02-17 19:37:00+00:00,long,9564.589,9566.863500000001,0.39730000000000004,0.9036588500005378,sl
2020-02-18 19:03:00+00:00,2020-02-18 19:04:00+00:00,long,9682.1168,9682.1874,0.0853,0.006022180000078697,sl
2020-02-20 19:17:00+00:00,2020-02-20 19:18:00+00:00,long,9606.8801,9608.074,0.6365000000000001,0.7599173500001353,sl
2020-02-24 19:29:00+00:00,2020-02-24 19:30:00+00:00,long,9816.9323,9810.9577,0.9337000000000001,-5.578484019999585,sl
2020-02-29 19:55:00+00:00,2020-02-29 19:56:00+00:00,long,8622.962800000001,8619.7495,0.2595,-0.8338513500003255,sl
2020-03-07 19:56:00+00:00,2020-03-07 19:57:00+00:00,long,9129.7976,9119.5044,0.0143,-0.147192760000001,sl
2020-03-09 19:10:00+00:00,2020-03-09 19:11:00+00:00,long,7730.133400000001,7768.7174,0.48190000000000005,18.59362959999992,sl
2020-03-11 19:40:00+00:00,2020-03-11 19:41:00+00:00,long,7812.1437000000005,7802.6718,0.7776000000000001,-7.365349440000358,sl
2020-03-14 19:01:00+00:00,2020-03-14 19:02:00+00:00,long,5416.6533,5420.224,0.5881000000000001,2.0999286700001267,sl
2020-03-20 19:47:00+00:00,2020-03-20 19:48:00+00:00,long,6636.3306,6629.8901000000005,0.5861000000000001,-3.7747770499998254,sl
2020-03-22 19:38:00+00:00,2020-03-22 19:39:00+00:00,long,6032.024,6034.6754,0.5337000000000001,1.4150521799998612,sl
2020-03-27 19:06:00+00:00,2020-03-27 19:07:00+00:00,long,6646.2958,6649.6764,1.202,4.0634812000004965,sl
2020-03-27 19:08:00+00:00,2020-03-27 19:09:00+00:00,long,6669.0407000000005,6661.963400000001,1.1116000000000001,-7.867126679999915,sl
2020-04-05 19:11:00+00:00,2020-04-05 19:12:00+00:00,long,6794.363600000001,6787.595200000001,0.4716,-3.1919774399999663,sl
2020-04-08 19:05:00+00:00,2020-04-08 19:06:00+00:00,long,7293.0532,7288.5064,1.0136,-4.608636480000077,sl
2020-04-11 19:44:00+00:00,2020-04-11 19:45:00+00:00,long,6874.3521,6866.4298,1.1992,-9.500422160000213,sl
2020-04-17 19:02:00+00:00,2020-04-17 19:03:00+00:00,long,7061.4732,7064.884300000001,1.1128,3.79587208000029,sl
2020-04-19 19:44:00+00:00,2020-04-19 19:45:00+00:00,long,7113.8523000000005,7114.7753,0.2222,0.20509059999994989,sl
2020-04-21 19:59:00+00:00,2020-04-21 20:00:00+00:00,long,6847.6076,6839.340300000001,1.0088000000000001,-8.340052239999519,sl
2020-05-06 19:14:00+00:00,2020-05-06 19:15:00+00:00,long,9284.3544,9282.3511,0.8808,-1.7645066400002718,sl
2020-05-11 19:09:00+00:00,2020-05-11 19:10:00+00:00,long,8885.4157,8893.4622,0.37,2.97720500000014,sl
2020-05-11 19:15:00+00:00,2020-05-11 19:16:00+00:00,long,8954.7443,8957.080100000001,0.341,0.7965078000002541,sl
2020-05-22 19:16:00+00:00,2020-05-22 19:17:00+00:00,long,9169.845000000001,9158.7847,1.0871,-12.023652130001095,sl
2020-05-30 19:58:00+00:00,2020-05-30 19:59:00+00:00,long,9536.6476,9535.747000000001,0.11370000000000001,-0.10239821999988981,sl
2020-06-05 19:52:00+00:00,2020-06-05 19:53:00+00:00,long,9708.188600000001,9705.217400000001,0.45280000000000004,-1.3453593599999791,sl
2020-06-07 19:34:00+00:00,2020-06-07 19:35:00+00:00,long,9485.9522,9479.5705,0.0409,-0.26101152999999633,sl
2020-06-08 19:51:00+00:00,2020-06-08 19:52:00+00:00,long,9710.5622,9699.7839,0.4178,-4.503173739999977,sl
2020-06-10 19:14:00+00:00,2020-06-10 19:15:00+00:00,long,9769.5875,9762.3231,0.4107,-2.98348908000001,sl
2020-06-14 19:51:00+00:00,2020-06-14 19:52:00+00:00,long,9430.5709,9422.3986,1.0559,-8.629131570000188,sl
2020-06-24 19:30:00+00:00,2020-06-24 19:31:00+00:00,long,9319.7666,9308.5095,0.9915,-11.161414650000713,sl
2020-06-26 19:02:00+00:00,2020-06-26 19:03:00+00:00,long,9156.1345,9162.6576,0.5496,3.585095760000187,sl
2020-06-26 19:04:00+00:00,2020-06-26 19:05:00+00:00,long,9182.3739,9176.4468,0.5153,-3.054234630000408,sl
2020-06-27 19:34:00+00:00,2020-06-27 19:35:00+00:00,long,9157.4468,9147.8338,1.0864,-10.443563199999321,sl
2020-06-29 19:22:00+00:00,2020-06-29 19:23:00+00:00,long,9084.3781,9076.1608,0.08270000000000001,-0.6795707100000208,sl
2020-07-03 19:06:00+00:00,2020-07-03 19:07:00+00:00,long,9107.920600000001,9100.208,1.0917000000000001,-8.419845420000817,sl
2020-07-05 19:05:00+00:00,2020-07-05 19:06:00+00:00,long,9070.1424,9066.119,1.0958,-4.408841720000042,sl
2020-07-12 19:37:00+00:00,2020-07-12 19:41:00+00:00,long,9223.874600000001,9215.4611,0.0025,-0.02103375000000142,sl
2020-07-18 19:03:00+00:00,2020-07-18 19:04:00+00:00,long,9172.3415,9168.2001,0.1902,-0.787694280000082,sl
2020-07-22 19:00:00+00:00,2020-07-22 19:01:00+00:00,long,9349.2168,9349.6826,1.0628,0.4950522399999412,sl
2020-07-22 19:02:00+00:00,2020-07-22 19:03:00+00:00,long,9363.6685,9352.4125,1.0612000000000001,-11.944867199999369,sl
2020-07-25 19:13:00+00:00,2020-07-25 19:14:00+00:00,long,9601.0084,9594.7867,0.0324,-0.20158308000000177,sl
2020-08-08 19:01:00+00:00,2020-08-08 19:04:00+00:00,long,11764.491100000001,11763.0321,0.014100000000000001,-0.020571900000010468,sl
2020-08-13 19:55:00+00:00,2020-08-13 19:56:00+00:00,long,11514.9519,11503.064100000001,0.15810000000000002,-1.8794611799997798,sl
2020-08-14 19:52:00+00:00,2020-08-14 19:53:00+00:00,long,11750.131500000001,11741.2065,0.8450000000000001,-7.541625000000923,sl
2020-08-24 19:47:00+00:00,2020-08-24 19:48:00+00:00,long,11754.7715,11742.8758,0.8444,-10.044729080000797,sl
2020-09-04 19:00:00+00:00,2020-09-04 19:01:00+00:00,long,10389.340900000001,10381.7873,0.161,-1.2161296000001767,sl
2020-09-10 19:57:00+00:00,2020-09-10 19:58:00+00:00,long,10400.246000000001,10414.1679,0.89,12.390490999999438,tp
2020-09-10 19:59:00+00:00,2020-09-10 20:00:00+00:00,long,10446.380000000001,10433.765000000001,0.7881,-9.941881499999829,sl
2020-09-15 19:58:00+00:00,2020-09-15 19:59:00+00:00,long,10792.825,10789.5964,0.9192,-2.9677291200003397,sl
2020-09-20 19:16:00+00:00,2020-09-20 19:17:00+00:00,long,10847.5208,10837.1226,0.081,-0.8422541999999703,sl
2020-09-25 19:13:00+00:00,2020-09-25 19:14:00+00:00,long,10632.1019,10636.6013,0.5187,2.333838780000314,sl
2020-09-27 19:43:00+00:00,2020-09-27 19:44:00+00:00,long,10711.0466,10702.4835,0.9262,-7.93114321999944,sl
2020-10-04 19:02:00+00:00,2020-10-04 19:03:00+00:00,long,10609.5113,10603.048,0.048400000000000006,-0.3128237199999727,sl
2020-10-06 19:16:00+00:00,2020-10-06 19:18:00+00:00,long,10675.5196,10683.5215,0.7807000000000001,6.247083330000871,sl
2020-10-06 19:47:00+00:00,2020-10-06 19:48:00+00:00,long,10756.1085,10746.981600000001,0.9222,-8.41682717999935,sl
2020-10-09 19:13:00+00:00,2020-10-09 19:14:00+00:00,long,11074.801000000001,11064.742100000001,0.1477,-1.485699529999999,sl
2020-10-13 19:19:00+00:00,2020-10-13 19:20:00+00:00,long,11417.3241,11414.8695,0.8684000000000001,-2.131574639999234,sl
2020-10-17 19:02:00+00:00,2020-10-17 19:03:00+00:00,long,11407.6681,11400.2806,0.6544,-4.834380000000476,sl
2020-10-31 19:21:00+00:00,2020-10-31 19:22:00+00:00,long,13808.0164,13791.680100000001,0.0533,-0.8707247899999482,sl
2020-11-10 19:31:00+00:00,2020-11-10 19:32:00+00:00,long,15339.5526,15320.989000000001,0.539,-10.005780399999729,sl
2020-11-11 19:42:00+00:00,2020-11-11 19:43:00+00:00,long,15662.9179,15645.876400000001,0.6324000000000001,-10.777044599999597,sl
