month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,3,1,2,33.33,0.2708489499999783,0.09028298333332609,-0.0061292699999997,0.2708489499999783
2020-01-31,18,6,12,33.33,189.16007780999595,10.508893211666441,-0.1580002199999887,189.43092675999594
2020-02-29,11,2,9,18.18,-31.78532177999566,-2.889574707272333,-1.7266208399999574,157.6456049800003
2020-03-31,13,8,5,61.54,140.6354750799982,10.81811346769217,0.4151551499998062,298.2810800599985
2020-04-30,18,10,8,55.56,87.82993522999904,4.879440846111057,0.12372030000000545,386.1110152899975
2020-05-31,13,7,6,53.85,13.622429080001256,1.0478791600000965,0.0292147800011571,399.7334443699988
2020-06-30,13,1,12,7.69,-67.86056153999682,-5.220043195384371,-7.084445669999764,331.87288283000197
2020-07-31,6,0,6,0.0,-15.720391889997833,-2.6200653149996387,-1.3318945199998478,316.15249094000416
2020-08-31,11,2,9,18.18,-43.27594144000161,-3.934176494545601,-2.4241543800010574,272.87654950000257
2020-09-30,26,10,16,38.46,197.24300767999887,7.586269526153803,-0.7042298750000148,470.11955718000144
2020-10-31,8,3,5,37.5,33.26687906000113,4.158359882500141,-0.239773184999959,503.3864362400026
2020-11-30,8,0,8,0.0,-59.56990027999815,-7.446237534999769,-8.347139569999767,443.81653596000444
