month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,4,2,2,50.0,2.5359603200003886,0.6339900800000972,0.14164035499999755,2.5359603200003886
2020-01-31,16,6,10,37.5,214.1914540299992,13.38696587687495,-0.1070310349999962,216.72741434999958
2020-02-29,10,2,8,20.0,-30.37656090999771,-3.037656090999771,-2.8404775699998153,186.35085344000186
2020-03-31,20,14,6,70.0,350.5184033399962,17.52592016699981,1.0694481949999732,536.8692567799981
2020-04-30,19,11,8,57.89,94.41376404000093,4.969145475789523,0.1945517199999922,631.283020819999
2020-05-31,11,5,6,45.45,-9.670287590002225,-0.8791170536365659,-0.017228250001488,621.6127332299968
2020-06-30,13,1,12,7.69,-24.194116260004037,-1.8610858661541567,-7.212302670000042,597.4186169699927
2020-07-31,6,0,6,0.0,-17.84623187999892,-2.97437197999982,-1.9942422649998177,579.5723850899939
2020-08-31,9,2,7,22.22,53.93158596999965,5.992398441111073,-2.546490800000691,633.5039710599935
2020-09-30,27,11,16,40.74,208.3611899799965,7.717081110370241,-0.5359545099999702,841.8651610399901
2020-10-31,9,3,6,33.33,32.88567488000209,3.653963875555788,-0.046451100000006,874.7508359199921
2020-11-30,8,3,5,37.5,-5.890278220000096,-0.736284777500012,-1.7199718999997908,868.860557699992
