month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,3,1,2,33.33,1.6820396799995436,0.5606798933331812,-0.4020510500000078,1.6820396799995436
2020-01-31,14,6,8,42.86,207.71814879000092,14.83701062785721,-0.06359282500000045,209.40018847000047
2020-02-29,11,4,7,36.36,-8.451111759998263,-0.7682828872725693,-1.315016160000037,200.9490767100022
2020-03-31,13,8,5,61.54,263.63486080999763,20.279604677692127,0.2104506600000164,464.58393751999984
2020-04-30,18,10,8,55.56,97.74172125999951,5.430095625555528,0.43552747500004857,562.3256587799993
2020-05-31,10,4,6,40.0,-4.997839110001007,-0.4997839110001007,-0.0947443999987017,557.3278196699983
2020-06-30,13,1,12,7.69,-24.832120239997035,-1.9101630953843873,-7.291621999999757,532.4956994300013
2020-07-31,6,0,6,0.0,-16.02713406000047,-2.6711890100000786,-1.3539541750000215,516.4685653700009
2020-08-31,9,2,7,22.22,53.290051260001746,5.921116806666861,-2.6274158999987827,569.7586166300026
2020-09-30,25,10,15,40.0,194.37731135999812,7.775092454399925,-0.5804493400001115,764.1359279900007
2020-10-31,8,3,5,37.5,31.625417929999575,3.953177241249947,-0.5392650250000118,795.7613459200003
2020-11-30,8,3,5,37.5,-10.43357690000299,-1.3041971125003737,-2.004511815000249,785.3277690199973
