month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,4,2,2,50.0,2.5400346599997077,0.6350086649999269,0.1416348500000106,2.5400346599997077
2020-01-31,16,6,10,37.5,190.92570310999895,11.932856444374934,-0.10703204499999824,193.46573776999867
2020-02-29,10,2,8,20.0,-30.353873090000526,-3.0353873090000527,-2.840658350000128,163.11186467999815
2020-03-31,19,13,6,68.42,258.9656292600039,13.629769961052835,0.5914090000000761,422.077493940002
2020-04-30,19,11,8,57.89,93.21457841999874,4.906030443157829,0.1945581000000051,515.2920723600007
2020-05-31,12,5,7,41.67,-14.540769540000273,-1.2117307950000227,-0.9159423899997177,500.75130282000043
2020-06-30,13,1,12,7.69,-24.061388779999813,-1.8508760599999856,-7.169993639999707,476.68991404000064
2020-07-31,6,0,6,0.0,-17.782936180001855,-2.9638226966669756,-1.9942418850001962,458.9069778599988
2020-08-31,8,1,7,12.5,-37.310731609999976,-4.663841451249997,-2.625085969999856,421.5962462499988
2020-09-30,27,11,16,40.74,207.87626640999807,7.699120978148077,-0.5468640699999685,629.4725126599968
2020-10-31,9,3,6,33.33,32.53159742000016,3.6146219355555735,-0.0464504299999986,662.004110079997
2020-11-30,8,3,5,37.5,-6.075041899999596,-0.7593802374999495,-1.7019537999998513,655.9290681799973
