month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,3,1,2,33.33,1.7132893499986226,0.5710964499995409,-0.4013246499999837,1.7132893499986226
2020-01-31,14,6,8,42.86,208.0532792999984,14.860948521428456,-0.011175965000007951,209.76656864999703
2020-02-29,10,2,8,20.0,-25.774639099999703,-2.5774639099999703,-1.4235289300002063,183.99192954999734
2020-03-31,18,12,6,66.67,283.48971957999987,15.749428865555549,1.049475674999893,467.4816491299972
2020-04-30,17,10,7,58.82,103.863204200001,6.109600247058882,0.827477699999829,571.3448533299982
2020-05-31,10,4,6,40.0,-4.908446260001967,-0.49084462600019674,-0.08476612500043434,566.4364070699962
2020-06-30,13,1,12,7.69,-15.455885579996615,-1.188914275384355,-1.1426480300008806,550.9805214899997
2020-07-31,6,0,6,0.0,-17.904657289999633,-2.9841095483332722,-2.00550562499973,533.0758642000001
2020-08-31,9,2,7,22.22,54.02908614999893,6.003231794444326,-2.6255323599998004,587.104950349999
2020-09-30,26,10,16,38.46,204.37568139000095,7.860603130384652,-0.5728559349997987,791.4806317399999
2020-10-31,7,1,6,14.29,-20.20306708999976,-2.886152441428537,-0.3340848000000224,771.2775646500002
2020-11-30,7,1,6,14.29,-26.57255138000091,-3.7960787685715585,-3.881225060000266,744.7050132699992
