month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,3,1,2,33.33,2.0101589600009158,0.6700529866669719,-0.3921992500000033,2.0101589600009158
2020-01-31,14,6,8,42.86,198.16665036999993,14.15476074071428,-0.040258210000000905,200.17680933000085
2020-02-29,11,4,7,36.36,-7.178896740001067,-0.6526269763637333,-1.3021447999999218,192.99791258999977
2020-03-31,16,10,6,62.5,241.05792227000134,15.066120141875084,0.9659905900001268,434.05583486000114
2020-04-30,15,9,6,60.0,110.68399869999965,7.3789332466666435,1.2389080000000947,544.7398335600008
2020-05-31,11,6,5,54.55,-3.884181570003976,-0.3531074154549069,0.0133922799999098,540.8556519899968
2020-06-30,13,1,12,7.69,-14.500060540004485,-1.1153892723080374,-1.102825019999998,526.3555914499923
2020-07-31,6,0,6,0.0,-15.938611819999668,-2.656435303333278,-1.3469344000000434,510.4169796299926
2020-08-31,8,2,6,25.0,63.33775812000085,7.917219765000106,-1.5338413499996681,573.7547377499935
2020-09-30,25,10,15,40.0,199.96634610999584,7.998653844399834,-0.5349340000000292,773.7210838599893
2020-10-31,8,3,5,37.5,16.832159700000815,2.104019962500102,-0.5342203949999901,790.5532435599902
2020-11-30,6,1,5,16.67,-19.635411030002984,-3.2725685050004976,-3.1982778600006894,770.9178325299872
