month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,3,1,2,33.33,2.4855041599987975,0.8285013866662658,-0.3914387999999103,2.4855041599987975
2020-01-31,14,6,8,42.86,245.08103271999886,17.50578805142849,-0.0090638650000087,247.56653687999767
2020-02-29,10,2,8,20.0,-28.442450640001777,-2.8442450640001775,-1.3883337099999855,219.1240862399959
2020-03-31,18,12,6,66.67,335.5144600500005,18.639692225000026,1.0784124349999478,554.6385462899964
2020-04-30,17,11,6,64.71,66.20871671999797,3.894630395293998,0.8753431500000984,620.8472630099943
2020-05-31,11,6,5,54.55,-9.927247810000576,-0.902477073636416,0.0223994399992278,610.9200151999937
2020-06-30,13,1,12,7.69,-27.162449570000835,-2.0894191976923717,-8.615981279998508,583.7575656299929
2020-07-31,6,0,6,0.0,-19.977989089999745,-3.329664848333291,-1.9902566300001794,563.7795765399932
2020-08-31,9,2,7,22.22,68.88125140000054,7.653472377777837,-2.9845547400007137,632.6608279399937
2020-09-30,27,11,16,40.74,248.19866103000675,9.19254300111136,-0.5340320999998001,880.8594889700005
2020-10-31,8,3,5,37.5,40.11021031000023,5.013776288750028,-0.18899539499999835,920.9696992800007
2020-11-30,8,3,5,37.5,-9.998988109999082,-1.2498735137498853,-1.9822507949998203,910.9707111700016
