month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,3,1,2,33.33,1.7146098100007423,0.5715366033335808,-0.3991340999999916,1.7146098100007423
2020-01-31,14,6,8,42.86,194.94830468000282,13.924878905714488,-0.010783014999991899,196.66291449000357
2020-02-29,10,2,8,20.0,-25.602601810001712,-2.5602601810001713,-1.4148635900002102,171.06031268000186
2020-03-31,18,12,6,66.67,253.5076326499992,14.0837573694444,1.0559305899999947,424.56794533000107
2020-04-30,18,10,8,55.56,90.65130690999995,5.036183717222219,0.12133967999999676,515.219252240001
2020-05-31,10,4,6,40.0,-4.65930317999889,-0.465930317999889,-0.05470972999928635,510.55994906000205
2020-06-30,13,1,12,7.69,-15.298210290004471,-1.176785406923421,-1.1372008900005743,495.2617387699976
2020-07-31,6,0,6,0.0,-17.853934769999086,-2.9756557949998474,-2.002990254999936,477.40780399999846
2020-08-31,9,2,7,22.22,53.282897870001115,5.920321985555679,-2.59654604999934,530.6907018699995
2020-09-30,27,11,16,40.74,207.3416972100005,7.679322118888907,-0.5384624299999473,738.03239908
2020-10-31,8,3,5,37.5,32.541054950000486,4.067631868750061,-0.19018766999999878,770.5734540300004
2020-11-30,7,1,6,14.29,-26.380612410001877,-3.768658915714554,-3.82034048000081,744.1928416199986
