month,trades,wins,losses,win_rate,pnl_sum,pnl_mean,pnl_median,cum_pnl
2019-12-31,3,1,2,33.33,0.1924457800000297,0.06414859333334323,-0.0061289900000004,0.1924457800000297
2020-01-31,20,6,14,30.0,176.945598009997,8.847279900499851,-0.1579881450000009,177.13804378999706
2020-02-29,15,5,10,33.33,-36.213014430000655,-2.4142009620000437,-0.4937743599999374,140.92502935999642
2020-03-31,22,12,10,54.55,239.26646225999554,10.875748284545251,0.49314569999999525,380.19149161999195
2020-04-30,22,12,10,54.55,94.42130430000171,4.291877468181895,0.1237365249999937,474.6127959199937
2020-05-31,14,6,8,42.86,53.96142039999712,3.8543871714283653,-1.427514510000038,528.5742163199908
2020-06-30,16,3,13,18.75,-15.931311269997085,-0.9957069543748178,-1.0853430999997253,512.6429050499937
2020-07-31,7,0,7,0.0,-38.43903440000028,-5.491290628571469,-1.9749651199993183,474.2038706499934
2020-08-31,13,2,11,15.38,-60.91533459999808,-4.6857949692306216,-2.441020120000215,413.28853604999534
2020-09-30,26,11,15,42.31,103.12011192999849,3.966158151153788,-0.3828299899999834,516.4086479799938
2020-10-31,12,4,8,33.33,22.777715429998416,1.898142952499868,-0.336796115000097,539.1863634099923
2020-11-30,8,1,7,12.5,-45.43455620999802,-5.679319526249753,-8.368309004998878,493.75180719999423
