entry_time,exit_time,side,entry,exit,qty,pnl,reason
2019-11-06 20:08:00+00:00,2019-11-06 20:09:00+00:00,long,9352.5543,9341.354500000001,0.4031,-4.514639379999397,sl
2019-11-08 20:48:00+00:00,2019-11-08 20:49:00+00:00,long,8765.695,8758.8824,1.1405,-7.769770299999194,sl
2019-11-12 20:31:00+00:00,2019-11-12 20:32:00+00:00,long,8680.6841,8670.3097,0.7399,-7.676018560000448,sl
2019-11-13 20:42:00+00:00,2019-11-13 20:43:00+00:00,long,8736.8256,8736.196,0.031900000000000005,-0.02008424000000669,sl
2019-11-14 20:56:00+00:00,2019-11-14 20:57:00+00:00,long,8623.2962,8621.6358,0.0487,-0.08086148000003232,sl
2019-11-17 20:08:00+00:00,2019-11-17 20:09:00+00:00,long,8529.1795,8518.9392,0.0055000000000000005,-0.05632164999999714,sl
2019-11-18 20:55:00+00:00,2019-11-18 20:56:00+00:00,long,8421.7666,8411.6506,1.1862000000000001,-11.999599199999984,sl
2019-11-26 20:02:00+00:00,2019-11-26 20:03:00+00:00,long,7094.2905,7085.7658,0.2252,-1.9197624399999864,sl
2019-11-30 20:10:00+00:00,2019-11-30 20:11:00+00:00,long,7564.113200000001,7555.022800000001,1.0431000000000001,-9.482196240000048,sl
2019-12-12 20:28:00+00:00,2019-12-12 20:29:00+00:00,long,7166.2014,7157.978,0.1438,-1.1825249199999794,sl
2019-12-21 20:24:00+00:00,2019-12-21 20:25:00+00:00,long,7144.289000000001,7135.709900000001,0.1359,-1.1658996899999898,sl
2019-12-22 20:08:00+00:00,2019-12-22 20:09:00+00:00,long,7184.8111,7176.307000000001,0.0329,-0.2797848899999736,sl
2019-12-25 20:28:00+00:00,2019-12-25 20:29:00+00:00,long,7189.0051,7188.786700000001,0.008400000000000001,-0.0018345599999978733,sl
2020-01-03 20:51:00+00:00,2020-01-03 20:52:00+00:00,long,7291.4493,7301.0366,0.3325,3.187777250000047,sl
2020-01-03 20:53:00+00:00,2020-01-03 20:54:00+00:00,long,7309.818,7304.777700000001,0.0128,-0.06451583999999566,sl
2020-01-04 20:26:00+00:00,2020-01-04 20:27:00+00:00,long,7312.279100000001,7312.3739000000005,0.0682,0.006465359999989777,sl
2020-01-05 20:26:00+00:00,2020-01-05 20:27:00+00:00,long,7461.586700000001,7457.5181,1.3332000000000002,-5.424257520000688,sl
2020-01-08 20:38:00+00:00,2020-01-08 20:39:00+00:00,long,8305.9944,8302.5623,0.9151,-3.140714709999992,sl
2020-01-09 20:10:00+00:00,2020-01-09 20:12:00+00:00,long,7897.7401,7904.5568,0.10930000000000001,0.745065310000034,sl
2020-01-09 20:13:00+00:00,2020-01-09 20:14:00+00:00,long,7919.0576,7910.3638,0.6732,-5.852666160000007,sl
2020-01-13 20:02:00+00:00,2020-01-13 20:03:00+00:00,long,8099.0429,8089.5160000000005,0.35250000000000004,-3.3582322499999444,sl
2020-01-16 20:55:00+00:00,2020-01-16 20:56:00+00:00,long,8699.9848,8689.5339,0.1012,-1.0576310799999817,sl
2020-01-23 20:16:00+00:00,2020-01-23 20:17:00+00:00,long,8339.6664,8337.636400000001,0.1364,-0.2768919999998412,sl
2020-01-30 20:18:00+00:00,2020-01-30 20:19:00+00:00,long,9348.9223,9344.6188,0.4005,-1.7235517499999942,sl
2020-02-01 20:14:00+00:00,2020-02-01 20:15:00+00:00,long,9350.0627,9338.8338,0.10010000000000001,-1.1240128900000068,sl
2020-02-04 20:06:00+00:00,2020-02-04 20:07:00+00:00,long,9184.958,9174.310000000001,0.1574,-1.6759951999998788,sl
2020-02-05 20:09:00+00:00,2020-02-05 20:10:00+00:00,long,9448.4125,9437.9239,0.22790000000000002,-2.390351940000134,sl
2020-02-09 20:02:00+00:00,2020-02-09 20:03:00+00:00,long,10106.4084,10100.2269,0.07060000000000001,-0.4364139000000422,sl
2020-02-13 20:39:00+00:00,2020-02-13 20:40:00+00:00,long,10301.0004,10288.6139,0.5927,-7.341478550000311,sl
2020-02-16 20:30:00+00:00,2020-02-16 20:31:00+00:00,long,9900.827800000001,9888.925500000001,0.4434,-5.277479819999885,sl
2020-02-22 20:03:00+00:00,2020-02-22 20:04:00+00:00,long,9671.992900000001,9660.3852,0.11560000000000001,-1.3418501200000552,sl
2020-02-29 20:14:00+00:00,2020-02-29 20:15:00+00:00,long,8624.069300000001,8615.417000000001,0.3821,-3.306043829999901,sl
2020-03-01 20:28:00+00:00,2020-03-01 20:29:00+00:00,long,8605.0301,8595.929900000001,0.0128,-0.11648255999998655,sl
2020-03-03 20:02:00+00:00,2020-03-03 20:03:00+00:00,long,8809.2292,8830.8081,0.7719,16.656752910000332,sl
2020-03-03 20:04:00+00:00,2020-03-03 20:05:00+00:00,long,8885.3457,8889.268100000001,0.6699,2.627615760000864,sl
2020-03-05 20:43:00+00:00,2020-03-05 20:44:00+00:00,long,9070.9747,9065.6093,0.034800000000000005,-0.18671592000002057,sl
2020-03-09 20:00:00+00:00,2020-03-09 20:01:00+00:00,long,7766.3347,7757.1651,0.446,-4.0896416000000775,sl
2020-03-11 20:02:00+00:00,2020-03-11 20:03:00+00:00,long,7809.191000000001,7825.080400000001,0.6623,10.523549620000015,sl
2020-03-14 20:04:00+00:00,2020-03-14 20:05:00+00:00,long,5365.8938,5442.752600000001,0.6233000000000001,47.90609004000056,sl
2020-03-14 20:06:00+00:00,2020-03-14 20:07:00+00:00,long,5391.336200000001,5403.0263,0.5479,6.405005789999892,sl
2020-03-14 20:17:00+00:00,2020-03-14 20:18:00+00:00,long,5469.9359,5463.3226,0.46430000000000005,-3.0705551899999914,sl
2020-03-15 20:38:00+00:00,2020-03-15 20:39:00+00:00,long,5301.0814,5304.2802,1.3693,4.380116840000163,sl
2020-03-23 20:01:00+00:00,2020-03-23 20:02:00+00:00,long,6259.577700000001,6285.2318000000005,0.6996,17.94760835999982,sl
2020-03-24 20:39:00+00:00,2020-03-24 20:40:00+00:00,long,6651.493600000001,6646.9227,0.7593000000000001,-3.470684370000471,sl
2020-03-26 20:19:00+00:00,2020-03-26 20:20:00+00:00,long,6624.1396,6623.1533,0.5398000000000001,-0.5324047400002608,sl
2020-03-27 20:45:00+00:00,2020-03-27 20:46:00+00:00,long,6668.3283,6671.1652,1.3729,3.8947800100003316,sl
2020-04-03 20:55:00+00:00,2020-04-03 20:56:00+00:00,long,6761.7529,6762.2721,0.788,0.4091295999997856,sl
2020-04-09 20:02:00+00:00,2020-04-09 20:03:00+00:00,long,7300.9444,7295.0128,0.7029000000000001,-4.1693216399999224,sl
2020-04-10 20:02:00+00:00,2020-04-10 20:03:00+00:00,long,6811.147800000001,6810.3761,0.7263000000000001,-0.5604857100001723,sl
2020-04-11 20:03:00+00:00,2020-04-11 20:05:00+00:00,long,6856.1067,6856.2371,0.1381,0.018008240000001206,sl
2020-04-15 20:03:00+00:00,2020-04-15 20:04:00+00:00,long,6725.0899,6724.8845,1.4028,-0.2881351199997571,sl
2020-04-19 20:12:00+00:00,2020-04-19 20:13:00+00:00,long,7110.9586,7107.2765,0.2604,-0.9588188399999978,sl
2020-04-21 20:00:00+00:00,2020-04-21 20:02:00+00:00,long,6841.3068,6836.249400000001,0.1384,-0.6999441599999568,sl
2020-04-26 20:06:00+00:00,2020-04-26 20:08:00+00:00,long,7559.3264,7563.5622,0.0018000000000000002,0.007624440000000687,sl
2020-04-26 20:18:00+00:00,2020-04-26 20:19:00+00:00,long,7580.6516,7574.504400000001,0.0151,-0.0928227199999914,sl
2020-04-28 20:08:00+00:00,2020-04-28 20:10:00+00:00,long,7739.3748000000005,7733.412600000001,0.5865,-3.496830299999964,sl
